Area,City,Location,LocationFlag,Month,Region,Year
Metro Vancouver,BURNABY,EASTLAKE DR & PRODUCTION WAY,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,BURNABY,ELGIN AVE & KINGSWAY,Intersection,FEBRUARY,Lower Mainland,2011
Metro Vancouver,BURNABY,DELTA AVE & DOUGLAS RD & LOUGHEED HWY,Intersection,FEBRUARY,Lower Mainland,2011
Metro Vancouver,BURNABY,ALBERT ST & ALPHA AVE,Intersection,FEBRUARY,Lower Mainland,2011
Metro Vancouver,BURNABY,IMPERIAL ST & NELSON AVE,Intersection,JANUARY,Lower Mainland,2011
Metro Vancouver,BURNABY,PENDER ST & WILLINGDON AVE,Intersection,JANUARY,Lower Mainland,2011
Metro Vancouver,BURNABY,BURRIS ST & MALVERN AVE,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,BURNABY,BOUNDARY RD & KINGSWAY,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,BURNABY,KENSINGTON AVE & SPROTT ST,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,BURNABY,COMMERCE CRT & PRODUCTION WAY & THUNDERBIRD CRES,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,BURNABY,BOUNDARY RD & HENNING DR,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,BURNABY,BERESFORD ST & GRIFFITHS DR,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,BURNABY,DENBIGH AVE & KINGSWAY,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,BURNABY,DEER LAKE PKY & WAYBURNE DR,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,BURNABY,AUSTIN AVE & AUSTIN RD & NORTH RD,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,BURNABY,GILMORE AVE & LOUGHEED HWY,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,BURNABY,KINGSWAY & WILSON AVE,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,BURNABY,16TH AVE & CASCADE ST,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,BURNABY,GILMORE AVE & GILMORE DIVERS & STILL CREEK AVE,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,BURNABY,1ST AVE & BOUNDARY RD & E 1ST AVE,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,BURNABY,AUSTIN AVE & AUSTIN RD & NORTH RD,Intersection,MAY,Lower Mainland,2011
Metro Vancouver,BURNABY,LOZELLS AVE & WINSTON ST,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,BURNABY,TRANS-CANADA HWY & WILLINGDON AVE & WILLINGDON AVE OFFRAMP & WILLINGDON AVE ONRAMP & TURNING LANE,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,BURNABY,BOUNDARY RD & LOUGHEED HWY,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,BURNABY,SPERLING AVE & WINCH ST,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,BURNABY,CARLETON AVE & GRAVELEY ST,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,BURNABY,BOUNDARY RD & E 45TH AVE,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,BURNABY,GOARD WAY & WILLINGDON AVE,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,BURNABY,CANADA WAY & GILMORE AVE,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,BURNABY,LOUGHEED HWY & SPERLING AVE,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,BURNABY,2ND AVE & GILMORE AVE,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,BURNABY,CARLETON AVE & NAPIER ST,Intersection,OCTOBER,Lower Mainland,2011
Metro Vancouver,BURNABY,BOUNDARY RD & CANADA WAY & SCHOU ST,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,BURNABY,DUTHIE AVE & TRUDY CRT,Intersection,SEPTEMBER,Lower Mainland,2011
Metro Vancouver,BURNABY,LOUGHEED HWY & SPERLING AVE,Intersection,APRIL,Lower Mainland,2012
Metro Vancouver,BURNABY,GREENFORD AVE & KINGSWAY,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,BURNABY,CENTRAL BLVD & IMPERIAL ST,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,BURNABY,KINGSWAY & WILSON AVE,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,BURNABY,CARLETON AVE & NAPIER ST,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,BURNABY,GILMORE AVE & HASTINGS ST,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,BURNABY,BOND ST & WILLINGDON AVE,Intersection,DECEMBER,Lower Mainland,2012
Metro Vancouver,BURNABY,14TH AVE & GRIFFITHS DR,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,BURNABY,IMPERIAL ST & SUSSEX AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,BURNABY,IMPERIAL ST & KINGSWAY & RUSSELL AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,BURNABY,BROADWAY & GAGLARDI WAY,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,BURNABY,GILMORE AVE & HALIFAX ST,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,BURNABY,1ST AVE & BOUNDARY RD & E 1ST AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,BURNABY,MACPHERSON AVE & MARINE DR,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,BURNABY,BELL AVE & LOUGHEED HWY,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,BURNABY,BOUNDARY RD & MYRTLE ST,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,BURNABY,HASTINGS ST & KENSINGTON AVE,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,BURNABY,BETA AVE & WILLINGDON GREEN,Intersection,MARCH,Lower Mainland,2012
Metro Vancouver,BURNABY,ARCOLA ST & KINGSWAY & SOUTHOAKS CRES,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,BURNABY,LANE ST & ROYAL OAK AVE,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,BURNABY,GRANGE ST & KINGSWAY & PATTERSON AVE,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,BURNABY,GILMORE AVE & PENDER ST,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,BURNABY,GRANGE ST & MCMURRAY AVE,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,BURNABY,TRANS-CANADA HWY & WILLINGDON AVE & WILLINGDON AVE OFFRAMP & WILLINGDON AVE ONRAMP & TURNING LANE,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,BURNABY,GAGLARDI WAY & UNIVERSITY DR W,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,BURNABY,CENTRAL BLVD & IMPERIAL ST,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,BURNABY,CARIBOO RD & WILBERFORCE ST,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,BURNABY,BOUNDARY RD & LOUGHEED HWY,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,BURNABY,CENTRAL BLVD & WILLINGDON AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,BURNABY,CANADA WAY & IMPERIAL ST,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,BURNABY,2ND AVE & GILMORE AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,BURNABY,MADISON AVE & PARKER ST,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,BURNABY,ARCOLA ST & ARCOLA WAY & SALISBURY AVE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,BURNABY,BRENTWOOD MALL LOOP & HALIFAX ST & WILLINGDON AVE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,BURNABY,FRASERTON CRT & NORTH FRASER WAY & NORTHBROOK CRT,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,MARINE WAY & NELSON AVE,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,16TH ST & 18TH AVE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,BURNABY,BRITTON ST & EDMONDS ST & KINGSWAY & TURNING LANE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,BURNABY,CASTLEWOOD CRES & PATTERSON AVE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,BURNABY,DEER LAKE PKY & WAYBURNE DR,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,BURNABY,ROYAL OAK AVE & RUMBLE ST,Intersection,JANUARY,Lower Mainland,2013
Metro Vancouver,BURNABY,N BETA AVE & PENZANCE DR,Intersection,JANUARY,Lower Mainland,2013
Metro Vancouver,BURNABY,MACPHERSON AVE & RUMBLE ST,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,BURNABY,DENBIGH AVE & KINGSWAY,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,BURNABY,AUSTIN RD & GOVERNMENT ST & LOUGHEED HWY,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,BURNABY,DAVID DR & WILLOUGHBY AVE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,BURNABY,GILMORE AVE & LOUGHEED HWY,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,BURNABY,GILMORE AVE & HASTINGS ST,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,BURNABY,ALBERT ST & ROSSER AVE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,BURNABY,EDMONDS ST & LINDEN AVE,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,BURNABY,13TH AVE & WRIGHT ST,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,BURNABY,BOUNDARY RD & E PENDER ST & PENDER ST,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,BURNABY,KINGSWAY & SALISBURY AVE,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,BURNABY,BOUNDARY RD & HENNING DR,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,BURNABY,CENTRAL BLVD & PATTERSON AVE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,BURNABY,BARKER AVE & FIR ST,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,BURNABY,DAWSON ST & WILLINGDON AVE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,BURNABY,BOUNDARY RD & LOUGHEED HWY,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,BURNABY,IMPERIAL ST & WILLINGDON AVE,Intersection,NOVEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,BRENTLAWN DR & GRAVELEY ST & WILLINGDON AVE,Intersection,NOVEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,KINGSWAY & RUSSELL AVE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,BURNABY,CANADA WAY & DEER LAKE PL & NORLAND AVE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,BURNABY,GILMORE AVE & HALIFAX ST,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,BURNABY,GRIFFITHS DR & RUMBLE ST,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,BOUNDARY RD & CANADA WAY & SCHOU ST,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,LOUGHEED HWY & SPERLING AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,1ST AVE & GILMORE AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,CURTIS ST & HOLDOM AVE & PARKER ST,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,DELTA AVE & FRANCES ST,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,BURNABY,approx 5459 KINGSWAY,Road Segment,MAY,Lower Mainland,2009
Metro Vancouver,BURNABY,approx 7112 11TH AVE,Road Segment,NOVEMBER,Lower Mainland,2009
Metro Vancouver,BURNABY,approx 5008 IMPERIAL ST,Road Segment,AUGUST,Lower Mainland,2011
Metro Vancouver,BURNABY,approx 6523 WINCH ST,Road Segment,JULY,Lower Mainland,2011
Metro Vancouver,BURNABY,approx 3824 FRANCES ST,Road Segment,AUGUST,Lower Mainland,2012
Metro Vancouver,BURNABY,approx 4766 LOUGHEED HWY,Road Segment,JULY,Lower Mainland,2012
Metro Vancouver,BURNABY,approx 4100 BLK KINGSWAY,Road Segment,MAY,Lower Mainland,2012
Metro Vancouver,BURNABY,approx 3383 GILMORE WAY,Road Segment,AUGUST,Lower Mainland,2013
,BURNS LAKE,7TH AVE & CENTER ST,Intersection,JUNE,North Central,2010
,CAMPBELL RIVER,9TH AVE & FIR ST,Intersection,DECEMBER,Vancouver Island,2009
,CAMPBELL RIVER,EVERGREEN RD & MCPHEDRAN RD & S MCPHEDRAN RD,Intersection,FEBRUARY,Vancouver Island,2009
,CAMPBELL RIVER,5TH AVE & ALPINE RD & DOGWOOD ST,Intersection,JUNE,Vancouver Island,2009
,CAMPBELL RIVER,ISLAND HWY & REDWOOD ST,Intersection,MARCH,Vancouver Island,2009
,CAMPBELL RIVER,19TH AVE & MAPLE ST,Intersection,SEPTEMBER,Vancouver Island,2009
,CAMPBELL RIVER,14TH AVE & DOGWOOD ST,Intersection,DECEMBER,Vancouver Island,2010
,CAMPBELL RIVER,ERICKSON RD & ISLAND HWY S,Intersection,JANUARY,Vancouver Island,2010
,CAMPBELL RIVER,ISLAND HWY & UNSIGNED FSR,Intersection,JANUARY,Vancouver Island,2010
,CAMPBELL RIVER,9TH AVE & DOGWOOD ST,Intersection,JUNE,Vancouver Island,2010
,CAMPBELL RIVER,14TH AVE & PETERSEN RD,Intersection,MAY,Vancouver Island,2010
,CAMPBELL RIVER,10TH AVE & SHOPPERS ROW,Intersection,JULY,Vancouver Island,2011
,CAMPBELL RIVER,ELAND DR & SUPERIOR DR,Intersection,NOVEMBER,Vancouver Island,2011
,CAMPBELL RIVER,11TH AVE & DOGWOOD ST & UNSIGNED,Intersection,MAY,Vancouver Island,2012
,CAMPBELL RIVER,10TH AVE & SHOPPERS ROW,Intersection,SEPTEMBER,Vancouver Island,2012
,CAMPBELL RIVER,KIT CRES & S MCPHEDRAN RD,Intersection,AUGUST,Vancouver Island,2013
,CAMPBELL RIVER,1ST AVE & ISLAND HWY,Intersection,AUGUST,Vancouver Island,2013
,CAMPBELL RIVER,6TH AVE & ISLAND HWY,Intersection,JUNE,Vancouver Island,2013
,CAMPBELL RIVER,13TH AVE & IRONWOOD ST,Intersection,SEPTEMBER,Vancouver Island,2013
,CAMPBELL RIVER,approx 2345 ISLAND HWY S,Road Segment,AUGUST,Vancouver Island,2013
,CASTLEGAR,100TH ST & COLUMBIA AVE & HWY 22 & TROWELEX RD,Intersection,JULY,Southern Interior,2009
,CASTLEGAR,18TH ST & 8TH AVE & COLUMBIA AVE,Intersection,SEPTEMBER,Southern Interior,2010
,CASTLEGAR,5TH ST & 7TH AVE,Intersection,AUGUST,Southern Interior,2013
,CASTLEGAR,10TH ST & COLUMBIA AVE,Intersection,MAY,Southern Interior,2013
Capital Regional District,CENTRAL SAANICH,BEAR HILL RD & OLDFIELD RD,Intersection,JULY,Vancouver Island,2011
Capital Regional District,CENTRAL SAANICH,EAST SAANICH RD & SAANICH CROSS RD,Intersection,FEBRUARY,Vancouver Island,2012
Capital Regional District,CENTRAL SAANICH,EAST SAANICH RD & STELLYS CROSS RD,Intersection,MAY,Vancouver Island,2012
Capital Regional District,CENTRAL SAANICH,PATRICIA BAY HWY & TANNER RD,Intersection,MAY,Vancouver Island,2013
Capital Regional District,CENTRAL SAANICH,PATRICIA BAY HWY & TANNER RD,Intersection,NOVEMBER,Vancouver Island,2013
Capital Regional District,CENTRAL SAANICH,KEATING CROSS RD & OLDFIELD RD,Intersection,SEPTEMBER,Vancouver Island,2013
Capital Regional District,CENTRAL SAANICH,approx 6549 LOCHSIDE DR,Road Segment,MAY,Vancouver Island,2012
Capital Regional District,CENTRAL SAANICH,approx 1500 BLK STELLYS CROSS RD,Road Segment,JULY,Vancouver Island,2013
,CHASE,approx 161 SHUSWAP AVE,Road Segment,JUNE,Southern Interior,2011
,CHEMAINUS,CASWELL ST & FRONT ST,Intersection,NOVEMBER,Vancouver Island,2010
,CHILLIWACK,KNIGHT RD & SAPPHIRE DR,Intersection,APRIL,Lower Mainland,2009
,CHILLIWACK,CHARLES ST & CHILLIWACK CENTRAL RD,Intersection,DECEMBER,Lower Mainland,2009
,CHILLIWACK,NOWELL ST & YALE RD,Intersection,DECEMBER,Lower Mainland,2009
,CHILLIWACK,BROADWAY & YALE RD,Intersection,DECEMBER,Lower Mainland,2009
,CHILLIWACK,1ST AVE & YOUNG RD,Intersection,FEBRUARY,Lower Mainland,2009
,CHILLIWACK,LUCKAKUCK WAY & VEDDER RD,Intersection,JULY,Lower Mainland,2009
,CHILLIWACK,1ST AVE & WOODBINE ST,Intersection,JULY,Lower Mainland,2009
,CHILLIWACK,BOLE AVE & WILLIAMS ST,Intersection,JUNE,Lower Mainland,2009
,CHILLIWACK,CHILLIWACK LAKE RD & VEDDER CROSSING BRIDGE & VEDDER RD,Intersection,NOVEMBER,Lower Mainland,2009
,CHILLIWACK,WILLIAMS ST & YALE RD,Intersection,OCTOBER,Lower Mainland,2009
,CHILLIWACK,3RD AVE & NOWELL ST,Intersection,APRIL,Lower Mainland,2010
,CHILLIWACK,1ST AVE & CHARLES ST,Intersection,AUGUST,Lower Mainland,2010
,CHILLIWACK,HOPE RIVER RD & WEDGEWOOD DR,Intersection,DECEMBER,Lower Mainland,2010
,CHILLIWACK,MAIN ST & YALE RD,Intersection,FEBRUARY,Lower Mainland,2010
,CHILLIWACK,MAIN ST & PATTEN AVE,Intersection,FEBRUARY,Lower Mainland,2010
,CHILLIWACK,MARY ST & WELLINGTON AVE,Intersection,FEBRUARY,Lower Mainland,2010
,CHILLIWACK,BROADWAY & YALE RD,Intersection,JANUARY,Lower Mainland,2010
,CHILLIWACK,ROBSON ST & WELLINGTON AVE,Intersection,JULY,Lower Mainland,2010
,CHILLIWACK,TYSON RD & WATSON RD,Intersection,JUNE,Lower Mainland,2010
,CHILLIWACK,THOMAS RD & VEDDER RD & MALL ACCESS,Intersection,MARCH,Lower Mainland,2010
,CHILLIWACK,BAILEY RD & PREST RD & TESKEY WAY,Intersection,MARCH,Lower Mainland,2010
,CHILLIWACK,ADAMS RD & HOPEDALE RD,Intersection,MARCH,Lower Mainland,2010
,CHILLIWACK,HODGINS AVE & SCHOOL ST,Intersection,MARCH,Lower Mainland,2010
,CHILLIWACK,PRINCESS AVE & YOUNG RD,Intersection,MARCH,Lower Mainland,2010
,CHILLIWACK,PROMONTORY RD & THOMAS RD,Intersection,MAY,Lower Mainland,2010
,CHILLIWACK,BROADWAY & CHILLIWACK CENTRAL RD,Intersection,MAY,Lower Mainland,2010
,CHILLIWACK,CHEAM AVE & HODGINS AVE & YALE RD,Intersection,NOVEMBER,Lower Mainland,2010
,CHILLIWACK,ONTARIO AVE & YALE RD,Intersection,NOVEMBER,Lower Mainland,2010
,CHILLIWACK,HAZEL ST & YALE RD,Intersection,SEPTEMBER,Lower Mainland,2010
,CHILLIWACK,MENZIES ST & YALE RD,Intersection,APRIL,Lower Mainland,2011
,CHILLIWACK,PRINCESS AVE & YALE RD,Intersection,AUGUST,Lower Mainland,2011
,CHILLIWACK,CHILLIWACK CENTRAL RD & UPPER PRAIRIE RD,Intersection,JULY,Lower Mainland,2011
,CHILLIWACK,MAIN ST & YALE RD,Intersection,JUNE,Lower Mainland,2011
,CHILLIWACK,CHILLIWACK LAKE RD & VEDDER CROSSING BRIDGE & VEDDER RD,Intersection,MARCH,Lower Mainland,2011
,CHILLIWACK,PROMONTORY RD & VEDDER RD & WATSON RD,Intersection,MAY,Lower Mainland,2011
,CHILLIWACK,BERNARD AVE & SCHOOL ST,Intersection,MAY,Lower Mainland,2011
,CHILLIWACK,REECE AVE & YOUNG RD,Intersection,NOVEMBER,Lower Mainland,2011
,CHILLIWACK,KNIGHT RD & TOPAZ DR,Intersection,OCTOBER,Lower Mainland,2011
,CHILLIWACK,BERNARD AVE & RAILWAY AVE & YALE RD,Intersection,OCTOBER,Lower Mainland,2011
,CHILLIWACK,RAILWAY AVE & YOUNG RD,Intersection,OCTOBER,Lower Mainland,2011
,CHILLIWACK,1ST AVE & CHARLES ST,Intersection,SEPTEMBER,Lower Mainland,2011
,CHILLIWACK,WELLINGTON AVE & YALE RD & YOUNG RD,Intersection,SEPTEMBER,Lower Mainland,2011
,CHILLIWACK,BROADWAY & CHILLIWACK CENTRAL RD,Intersection,FEBRUARY,Lower Mainland,2012
,CHILLIWACK,RAILWAY AVE & YOUNG RD,Intersection,JULY,Lower Mainland,2012
,CHILLIWACK,BRITTON AVE & SPRUCE DR & VEDDER RD,Intersection,MAY,Lower Mainland,2012
,CHILLIWACK,KERR AVE & VEDDER RD & YALE RD & TURNING LANE,Intersection,NOVEMBER,Lower Mainland,2012
,CHILLIWACK,PROMONTORY RD & TESKEY RD & TESKEY WAY,Intersection,SEPTEMBER,Lower Mainland,2012
,CHILLIWACK,THOMAS RD & VEDDER RD & MALL ACCESS,Intersection,AUGUST,Lower Mainland,2013
,CHILLIWACK,GAETZ ST & STOREY AVE & VEDDER RD,Intersection,JANUARY,Lower Mainland,2013
,CHILLIWACK,RAILWAY AVE & YOUNG RD,Intersection,JANUARY,Lower Mainland,2013
,CHILLIWACK,EVANS RD & KNIGHT RD,Intersection,JUNE,Lower Mainland,2013
,CHILLIWACK,PRINCESS AVE & YOUNG RD,Intersection,JUNE,Lower Mainland,2013
,CHILLIWACK,REID RD & STEVENSON RD,Intersection,MARCH,Lower Mainland,2013
,CHILLIWACK,COLLEGE ST & WELLINGTON AVE,Intersection,MARCH,Lower Mainland,2013
,CHILLIWACK,CORBOULD ST & WELLINGTON AVE,Intersection,MARCH,Lower Mainland,2013
,CHILLIWACK,ALPINE CRES & DELLVIEW ST,Intersection,MAY,Lower Mainland,2013
,CHILLIWACK,HAZEL ST & PORTAGE AVE,Intersection,NOVEMBER,Lower Mainland,2013
,CHILLIWACK,THOMAS RD & VEDDER RD & MALL ACCESS,Intersection,OCTOBER,Lower Mainland,2013
,CHILLIWACK,VICTOR ST & YALE RD,Intersection,SEPTEMBER,Lower Mainland,2013
,CHILLIWACK,approx 6480 VEDDER RD,Road Segment,JULY,Lower Mainland,2009
,CHILLIWACK,approx 42220 YARROW CENTRAL RD,Road Segment,JUNE,Lower Mainland,2009
,CHILLIWACK,approx 5904 VEDDER RD,Road Segment,JUNE,Lower Mainland,2010
,CHILLIWACK,approx 45864 YALE RD,Road Segment,JUNE,Lower Mainland,2010
,CHILLIWACK,approx 4313 WILSON RD,Road Segment,MAY,Lower Mainland,2010
,CHILLIWACK,approx 45310 LUCKAKUCK WAY,Road Segment,SEPTEMBER,Lower Mainland,2010
,CHILLIWACK,approx 45559 YALE RD,Road Segment,SEPTEMBER,Lower Mainland,2012
,CHILLIWACK,approx 5696 PROMONTORY RD,Road Segment,NOVEMBER,Lower Mainland,2013
,COLDSTREAM,CLERKE RD & COLLEGE WAY & HWY 97,Intersection,JULY,Southern Interior,2010
,COLDSTREAM,KALAMALKA RD & WESTKAL RD & TURNING LANE,Intersection,JULY,Southern Interior,2011
Capital Regional District,COLWOOD,KELLY RD & PICKFORD RD,Intersection,JANUARY,Vancouver Island,2009
Capital Regional District,COLWOOD,LAGOON RD & METCHOSIN RD,Intersection,APRIL,Vancouver Island,2010
Capital Regional District,COLWOOD,JACKLIN RD & SOOKE RD,Intersection,AUGUST,Vancouver Island,2010
Capital Regional District,COLWOOD,METCHOSIN RD & PAINTER RD,Intersection,FEBRUARY,Vancouver Island,2010
Capital Regional District,COLWOOD,DONOVAN AVE & PICKFORD RD,Intersection,SEPTEMBER,Vancouver Island,2010
Capital Regional District,COLWOOD,MOUNT VIEW AVE & SOOKE RD,Intersection,JANUARY,Vancouver Island,2011
Capital Regional District,COLWOOD,KELLY RD & SOOKE RD,Intersection,FEBRUARY,Vancouver Island,2012
Capital Regional District,COLWOOD,ISLAND HWY & OCEAN BLVD & WALE RD & BUS LANE & TURNING LANE,Intersection,JUNE,Vancouver Island,2012
Capital Regional District,COLWOOD,approx 1767 OLD ISLAND HWY,Road Segment,DECEMBER,Vancouver Island,2011
,COMOX,COMOX AVE & PORT AUGUSTA ST,Intersection,FEBRUARY,Vancouver Island,2009
,COMOX,ASPEN RD & GUTHRIE RD,Intersection,OCTOBER,Vancouver Island,2009
,COMOX,ANDERTON RD & TARTAN RD & THURBER RD,Intersection,APRIL,Vancouver Island,2010
,COMOX,COMOX AVE & RODELLO ST,Intersection,JULY,Vancouver Island,2011
,COMOX,COMOX AVE & GLADSTONE ST,Intersection,NOVEMBER,Vancouver Island,2012
,COMOX,COMOX AVE & MANOR DR,Intersection,SEPTEMBER,Vancouver Island,2012
,COMOX,AITKEN ST & COMOX AVE,Intersection,NOVEMBER,Vancouver Island,2013
Metro Vancouver,COQUITLAM,AUSTIN AVE & DECAIRE ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,COQUITLAM,BRUNETTE AVE & KING EDWARD ST & MARMONT ST,Intersection,DECEMBER,Lower Mainland,2009
Metro Vancouver,COQUITLAM,BLUE MOUNTAIN ST & BRUNETTE AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,COQUITLAM,COMO LAKE AVE & ROBINSON ST,Intersection,NOVEMBER,Lower Mainland,2009
Metro Vancouver,COQUITLAM,DUNKIRK AVE & GALIANO ST,Intersection,AUGUST,Lower Mainland,2010
Metro Vancouver,COQUITLAM,CHAPMAN AVE & CLARKE RD & ROBINSON ST,Intersection,DECEMBER,Lower Mainland,2010
Metro Vancouver,COQUITLAM,FAIRVIEW ST & FOSTER AVE,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,COQUITLAM,DEWDNEY TRUNK RD & WESTWOOD ST,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,COQUITLAM,LOUGHEED HWY & WESTWOOD ST,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,COQUITLAM,CRABBE AVE & KITCHENER AVE & WESTWOOD ST,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,COQUITLAM,LOUGHEED HWY & WESTWOOD ST,Intersection,NOVEMBER,Lower Mainland,2010
Metro Vancouver,COQUITLAM,LOUGHEED HWY & PONDEROSA ST,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,COQUITLAM,AUSTIN AVE & AUSTIN RD & NORTH RD,Intersection,APRIL,Lower Mainland,2011
Metro Vancouver,COQUITLAM,LINCOLN AVE & SHAUGHNESSY ST,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,COQUITLAM,GUILDFORD WAY & OZADA AVE & PIPELINE RD,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,COQUITLAM,APEL DR & SOBALL ST & VICTORIA DR,Intersection,AUGUST,Lower Mainland,2011
Metro Vancouver,COQUITLAM,BRUNETTE AVE & SCHOOLHOUSE ST,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,COQUITLAM,AUSTIN AVE & AUSTIN RD & NORTH RD,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,COQUITLAM,CHRISTMAS WAY & WESTWOOD ST,Intersection,JUNE,Lower Mainland,2011
